sample_id,project,library_id,robot_id,library_type,archive_sample_id,core_id,depth_cm,age_raw,age_value,age_min,age_max,age_error,age_unit,site,geographic_location,latitude,longitude,shotgun_qc,capture1_qc,capture2_qc,shotgun_asian_input_reads,shotgun_asian_extract_reads,shotgun_asian_besthit_reads,shotgun_asian_mapped_reads,shotgun_asian_dedup_reads,shotgun_irgsp_input_reads,shotgun_irgsp_extract_reads,shotgun_irgsp_besthit_reads,shotgun_irgsp_mapped_reads,shotgun_irgsp_dedup_reads,capture1_asian_input_reads,capture1_asian_extract_reads,capture1_asian_besthit_reads,capture1_asian_mapped_reads,capture1_asian_dedup_reads,capture1_irgsp_input_reads,capture1_irgsp_extract_reads,capture1_irgsp_besthit_reads,capture1_irgsp_mapped_reads,capture1_irgsp_dedup_reads,capture2_asian_input_reads,capture2_asian_extract_reads,capture2_asian_besthit_reads,capture2_asian_mapped_reads,capture2_asian_dedup_reads,capture2_irgsp_input_reads,capture2_irgsp_extract_reads,capture2_irgsp_besthit_reads,capture2_irgsp_mapped_reads,capture2_irgsp_dedup_reads,count_note,shotgun_oldnew_route_status,capture1_duplicate_status,capture1_duplicate_candidate_a_counts,capture1_duplicate_candidate_b_counts,capture2_duplicate_status,capture2_duplicate_candidate_a_counts,capture2_duplicate_candidate_b_counts,count_sources,coordinate_status,coordinate_source,coordinate_note
LV7008879118,qc519_unmapped,LV7008879118,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,23913,1443,419,414,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879119,qc519_unmapped,LV7008879119,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,29144,1752,753,749,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879121,qc519_unmapped,LV7008879121,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,32456,2593,753,738,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879122,qc519_unmapped,LV7008879122,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,57062,3505,1237,1226,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879123,qc519_unmapped,LV7008879123,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,44432,2592,976,960,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879125,qc519_unmapped,LV7008879125,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,1818,137,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879126,qc519_unmapped,LV7008879126,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,1376,92,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879127,qc519_unmapped,LV7008879127,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,522,40,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879128,qc519_unmapped,LV7008879128,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,426,28,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879129,qc519_unmapped,LV7008879129,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,59994,3758,1525,1510,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879130,qc519_unmapped,LV7008879130,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,11476,948,277,273,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879131,qc519_unmapped,LV7008879131,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,35030,2551,772,766,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879132,qc519_unmapped,LV7008879132,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,371,21,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879133,qc519_unmapped,LV7008879133,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,16181,1319,319,312,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879134,qc519_unmapped,LV7008879134,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,10901,704,240,238,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879135,qc519_unmapped,LV7008879135,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,13107,729,263,262,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879136,qc519_unmapped,LV7008879136,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,1858,219,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879138,qc519_unmapped,LV7008879138,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,2136,191,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879139,qc519_unmapped,LV7008879139,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,650,42,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879140,qc519_unmapped,LV7008879140,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,1719,147,50,49,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879141,qc519_unmapped,LV7008879141,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,15124,957,378,376,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879142,qc519_unmapped,LV7008879142,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,12763,921,239,229,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879143,qc519_unmapped,LV7008879143,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,30389,1996,725,718,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879144,qc519_unmapped,LV7008879144,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,27825,1882,752,738,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879145,qc519_unmapped,LV7008879145,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,20401,1682,490,482,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879146,qc519_unmapped,LV7008879146,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,13702,875,323,322,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879147,qc519_unmapped,LV7008879147,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,6803,438,146,146,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879148,qc519_unmapped,LV7008879148,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,1352,88,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879149,qc519_unmapped,LV7008879149,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879150,qc519_unmapped,LV7008879150,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,1778,161,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879151,qc519_unmapped,LV7008879151,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,2583,249,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879152,qc519_unmapped,LV7008879152,,,,,,,,,,,,,,,,Low Risk; QC519 collapsed available; extract count available,,,,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879153,qc519_unmapped,LV7008879153,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,21920,1477,358,357,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879154,qc519_unmapped,LV7008879154,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,25859,1809,662,652,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879155,qc519_unmapped,LV7008879155,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,19077,1534,401,391,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879156,qc519_unmapped,LV7008879156,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,86535,17835,1869,1855,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879157,qc519_unmapped,LV7008879157,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,3113,197,83,82,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879158,qc519_unmapped,LV7008879158,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,50684,3050,1288,1277,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879159,qc519_unmapped,LV7008879159,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,10,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879160,qc519_unmapped,LV7008879160,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,1150,82,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879161,qc519_unmapped,LV7008879161,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,2172,161,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879164,qc519_unmapped,LV7008879164,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,1942,141,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879165,qc519_unmapped,LV7008879165,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,28966,1723,665,650,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879166,qc519_unmapped,LV7008879166,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,18334,1413,393,382,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879167,qc519_unmapped,LV7008879167,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,7304,509,166,164,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879168,qc519_unmapped,LV7008879168,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,58640,6931,479,472,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879169,qc519_unmapped,LV7008879169,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,10528,811,266,259,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879170,qc519_unmapped,LV7008879170,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,28333,1800,722,714,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879172,qc519_unmapped,LV7008879172,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,18555,1130,332,332,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879174,qc519_unmapped,LV7008879174,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,1911,134,41,40,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879175,qc519_unmapped,LV7008879175,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,1823,127,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879176,qc519_unmapped,LV7008879176,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,1373,140,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879177,qc519_unmapped,LV7008879177,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,14280,788,280,276,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879178,qc519_unmapped,LV7008879178,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,8757,713,197,180,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879179,qc519_unmapped,LV7008879179,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,21626,1433,498,494,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879180,qc519_unmapped,LV7008879180,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,35350,2449,919,890,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879181,qc519_unmapped,LV7008879181,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,100525,10846,718,712,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879182,qc519_unmapped,LV7008879182,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,31459,2505,1211,1202,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879183,qc519_unmapped,LV7008879183,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,494,31,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879184,qc519_unmapped,LV7008879184,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,66121,4315,1219,1212,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879185,qc519_unmapped,LV7008879185,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,1168,85,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879187,qc519_unmapped,LV7008879187,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,2334,197,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879188,qc519_unmapped,LV7008879188,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,3754,447,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879273,qc519_unmapped,LV7008879273,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879279,qc519_unmapped,LV7008879279,,,,,,,,,,,,,,,,Unqualified; QC519 collapsed available; extract count available,,,,2,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879487,qc519_unmapped,LV7008879487,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,14900,1383,145,142,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
LV7008879488,qc519_unmapped,LV7008879488,,,,,,,,,,,,,,,,QC519 collapsed available; extract count available,,,,20528,2323,250,246,,,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,missing_site_metadata,,Site is unknown; latitude and longitude cannot be assigned safely
