sample_id,project,library_id,robot_id,library_type,archive_sample_id,core_id,depth_cm,age_raw,age_value,age_min,age_max,age_error,age_unit,site,geographic_location,latitude,longitude,shotgun_qc,capture1_qc,capture2_qc,shotgun_asian_input_reads,shotgun_asian_extract_reads,shotgun_asian_besthit_reads,shotgun_asian_mapped_reads,shotgun_asian_dedup_reads,shotgun_irgsp_input_reads,shotgun_irgsp_extract_reads,shotgun_irgsp_besthit_reads,shotgun_irgsp_mapped_reads,shotgun_irgsp_dedup_reads,capture1_asian_input_reads,capture1_asian_extract_reads,capture1_asian_besthit_reads,capture1_asian_mapped_reads,capture1_asian_dedup_reads,capture1_irgsp_input_reads,capture1_irgsp_extract_reads,capture1_irgsp_besthit_reads,capture1_irgsp_mapped_reads,capture1_irgsp_dedup_reads,capture2_asian_input_reads,capture2_asian_extract_reads,capture2_asian_besthit_reads,capture2_asian_mapped_reads,capture2_asian_dedup_reads,capture2_irgsp_input_reads,capture2_irgsp_extract_reads,capture2_irgsp_besthit_reads,capture2_irgsp_mapped_reads,capture2_irgsp_dedup_reads,count_note,shotgun_oldnew_route_status,capture1_duplicate_status,capture1_duplicate_candidate_a_counts,capture1_duplicate_candidate_b_counts,capture2_duplicate_status,capture2_duplicate_candidate_a_counts,capture2_duplicate_candidate_b_counts,count_sources,coordinate_status,coordinate_source,coordinate_note
LV7008879481,angkor,LV7008879481,LV6000619506,ds,LV3006121021,CAM2509,81.65,1188 CE (model year),1188,1188,1188,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,8577,628,204,203,,90,9,5,5,,2108,104,10,8,,,,,,,1332,110,26,25,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879482,angkor,LV7008879482,LV6000619489,ds,LV3006121029,CAM2509,78.7,1214 CE (model year),1214,1214,1214,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,8774,705,237,236,,86,10,10,10,,1082,75,4,3,,,,,,,538,34,13,13,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879491,angkor,LV7008879491,LV6000619501,ds,LV3006121012,CAM2509,87.8,1039 CE (model year),1039,1039,1039,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Low Risk; QC519 collapsed available; historical collapsed available; extract count available,,,,142,11,4,4,,2,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879492,angkor,LV7008879492,LV6000619531,ds,LV3006121007,CAM2509,85.4,1118 CE (model year),1118,1118,1118,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,13518,1138,396,393,,116,9,9,9,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879493,angkor,LV7008879493,LV6000619514,ds,LV3006121027,CAM2509,82.15,1182 CE (model year),1182,1182,1182,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,8675,643,213,213,,95,9,8,8,,1812,117,13,10,,,,,,,1128,63,23,21,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879494,angkor,LV7008879494,LV6000619497,ds,LV3006121023,CAM2509,79.1,1211 CE (model year),1211,1211,1211,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,9646,791,278,277,,94,8,6,6,,1719,97,13,12,,,,,,,984,87,24,24,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879503,angkor,LV7008879503,LV6000619509,ds,LV3006121009,CAM2509,88.15,1027 CE (model year),1027,1027,1027,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Low Risk; QC519 collapsed available; historical collapsed available; extract count available,,,,31,2,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879505,angkor,LV7008879505,LV6000619522,ds,LV3006121039,CAM2509,82.6,1176 CE (model year),1176,1176,1176,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,9954,807,271,271,,93,15,15,15,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879506,angkor,LV7008879506,LV6000619034,ds,LV3006121035,CAM2509,79.5,1208 CE (model year),1208,1208,1208,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,12725,965,339,338,,138,9,8,8,,3472,164,10,8,,,,,,,2341,186,65,62,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879515,angkor,LV7008879515,LV6000619517,ds,LV3006121010,CAM2509,88.45,1016 CE (model year),1016,1016,1016,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Low Risk; QC519 collapsed available; historical collapsed available; extract count available,,,,56,7,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879516,angkor,LV7008879516,LV6000619500,ds,LV3006121014,CAM2509,85.8,1112 CE (model year),1112,1112,1112,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,11514,1018,348,346,,84,5,5,5,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879517,angkor,LV7008879517,LV6000619530,ds,LV3006121033,CAM2509,83,1171 CE (model year),1171,1171,1171,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,9628,745,256,254,,89,8,7,7,,1313,80,8,6,,,,,,,976,63,16,16,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879518,angkor,LV7008879518,LV6000619513,ds,LV3006121041,CAM2509,79.85,1206 CE (model year),1206,1206,1206,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,9734,702,213,213,,103,8,8,8,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879527,angkor,LV7008879527,LV6000619525,ds,LV3006121011,CAM2509,88.75,1006 CE (model year),1006,1006,1006,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Low Risk; QC519 collapsed available; historical collapsed available; extract count available,,,,38,3,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879528,angkor,LV7008879528,LV6000619033,ds,LV3006121016,CAM2509,86.2,1097 CE (model year),1097,1097,1097,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,4942,392,122,121,,36,7,5,5,,0,,,,,,,,,,351,22,6,6,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879529,angkor,LV7008879529,LV6000619491,ds,LV3006121038,CAM2509,83.4,1166 CE (model year),1166,1166,1166,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,10176,802,277,275,,91,17,13,13,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879530,angkor,LV7008879530,LV6000619037,ds,LV3006121040,CAM2509,80.2,1202 CE (model year),1202,1202,1202,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,10501,814,276,274,,141,13,13,13,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879539,angkor,LV7008879539,LV6000619533,ds,LV3006121005,CAM2509,89.05,996 CE (model year),996,996,996,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Low Risk; QC519 collapsed available; historical collapsed available; extract count available,,,,53,3,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879540,angkor,LV7008879540,LV6000619516,ds,LV3006121001,CAM2509,86.55,1084 CE (model year),1084,1084,1084,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,567,40,12,12,,6,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879541,angkor,LV7008879541,LV6000619499,ds,LV3006121032,CAM2509,83.75,1160 CE (model year),1160,1160,1160,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,9249,746,248,247,,114,16,14,14,,3421,,,,,,,,,,8663,,,,,,,,,现有路线计数填入 extract；capture 重名输出未定 canonical：主计数字段留空，候选值见审计列,paired: old IRGSP route + new Asian route; kept separate,unresolved: two non-identical outputs; not summed,besthit=258; mapped=5; dedup=5,besthit=263; mapped=5; dedup=5,unresolved: two non-identical outputs; not summed,besthit=706; mapped=220; dedup=201,besthit=707; mapped=220; dedup=202,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; capture_duplicate_pairs_fullpath.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879542,angkor,LV7008879542,LV6000619529,ds,LV3006121028,CAM2509,80.55,1199 CE (model year),1199,1199,1199,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,8243,597,205,204,,86,10,7,7,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879551,angkor,LV7008879551,LV6000619494,ds,LV3006121006,CAM2509,89.4,985 CE (model year),985,985,985,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Unqualified; QC519 collapsed available; historical collapsed available; extract count available,,,,90,9,4,4,,0,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879552,angkor,LV7008879552,LV6000619038,ds,LV3006121017,CAM2509,86.85,1073 CE (model year),1073,1073,1073,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Low Risk; QC519 collapsed available; historical collapsed available; extract count available,,,,504,46,12,12,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879553,angkor,LV7008879553,LV6000619507,ds,LV3006121026,CAM2509,84.1,1151 CE (model year),1151,1151,1151,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,10209,782,266,266,,83,5,4,4,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879554,angkor,LV7008879554,LV6000619490,ds,LV3006121034,CAM2509,80.85,1196 CE (model year),1196,1196,1196,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,6896,526,174,173,,68,7,7,7,,3056,208,19,16,,,,,,,2296,195,57,50,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879563,angkor,LV7008879563,LV6000619502,ds,LV3006121004,CAM2509,89.8,972 CE (model year),972,972,972,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Unqualified; QC519 collapsed available; historical collapsed available; extract count available,,,,48,11,4,4,,1,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879564,angkor,LV7008879564,LV6000619532,ds,LV3006121018,CAM2509,87.15,1062 CE (model year),1062,1062,1062,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Low Risk; QC519 collapsed available; historical collapsed available; extract count available,,,,126,10,2,2,,0,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879565,angkor,LV7008879565,LV6000619515,ds,LV3006121020,CAM2509,84.5,1141 CE (model year),1141,1141,1141,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,13092,1088,353,353,,133,14,14,14,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879566,angkor,LV7008879566,LV6000619498,ds,LV3006121022,CAM2509,81.2,1193 CE (model year),1193,1193,1193,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,8380,607,212,212,,83,5,5,5,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008890325,angkor,LV7008890325,LV6000620037,ds,LV3006120654,CAM2509,41.2,1376 CE (model year),1376,1376,1376,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; historical collapsed available; extract count available,,,,,,,,,159,38,34,34,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008890326,angkor,LV7008890326,LV6000619990,ds,LV3006120657,CAM2509,38.6,1384 CE (model year),1384,1384,1384,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; historical collapsed available; extract count available,,,,,,,,,267,147,138,138,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008890327,angkor,LV7008890327,LV6000620042,ds,LV3006120688,CAM2509,35.8,1392 CE (model year),1392,1392,1392,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; historical collapsed available; extract count available,,,,,,,,,1793,1595,1515,1496,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008890328,angkor,LV7008890328,LV6000620022,ds,LV3006120678,CAM2509,32.95,1406 CE (model year),1406,1406,1406,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; historical collapsed available; extract count available,,,,,,,,,468,358,333,329,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008890329,angkor,LV7008890329,LV6000620010,ds,LV3006120697,CAM2509,30.3,1417 CE (model year),1417,1417,1417,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; historical collapsed available; extract count available,,,,,,,,,230,113,106,106,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
